variant,start,len,thread,bits,spec,ours,theirs,ours_ok,theirs_ok,agree
u32,0,31,8,0xdeadbeef,0x5eadbeef,0x5eadbeef,0x5eadbeef,1,1,1
u32,0,31,9,0xcafebabe,0x4afebabe,0x4afebabe,0x4afebabe,1,1,1
u32,0,31,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
u32,0,31,11,0x87654321,0x07654321,0x07654321,0x07654321,1,1,1
u32,0,31,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,0,31,13,0xff000000,0x7f000000,0x7f000000,0x7f000000,1,1,1
u32,0,31,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
u32,0,31,15,0xf0f0f0f0,0x70f0f0f0,0x70f0f0f0,0x70f0f0f0,1,1,1
u32,0,31,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
u32,0,31,17,0xff00ff00,0x7f00ff00,0x7f00ff00,0x7f00ff00,1,1,1
u32,0,31,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
u32,0,31,19,0xcccccccc,0x4ccccccc,0x4ccccccc,0x4ccccccc,1,1,1
u32,0,31,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
u32,0,31,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
u32,0,31,22,0x40000000,0x40000000,0x40000000,0x40000000,1,1,1
u32,0,31,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
u32,0,31,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
u32,0,31,25,0x89abcdef,0x09abcdef,0x09abcdef,0x09abcdef,1,1,1
u32,0,31,26,0xfedcba98,0x7edcba98,0x7edcba98,0x7edcba98,1,1,1
u32,0,31,27,0x76543210,0x76543210,0x76543210,0x76543210,1,1,1
u32,0,31,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
u32,0,31,29,0xc0000000,0x40000000,0x40000000,0x40000000,1,1,1
u32,0,31,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
u32,0,31,31,0xa5a5a5a5,0x25a5a5a5,0x25a5a5a5,0x25a5a5a5,1,1,1
u32,0,32,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,0,32,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
u32,0,32,2,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,0xaaaaaaaa,1,1,1
u32,0,32,3,0x55555555,0x55555555,0x55555555,0x55555555,1,1,1
u32,0,32,4,0x80000000,0x80000000,0x80000000,0x80000000,1,1,1
u32,0,32,5,0x7fffffff,0x7fffffff,0x7fffffff,0x7fffffff,1,1,1
u32,0,32,6,0x00000001,0x00000001,0x00000001,0x00000001,1,1,1
u32,0,32,7,0xfffffffe,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
u32,0,32,8,0xdeadbeef,0xdeadbeef,0xdeadbeef,0xdeadbeef,1,1,1
u32,0,32,9,0xcafebabe,0xcafebabe,0xcafebabe,0xcafebabe,1,1,1
u32,0,32,10,0x12345678,0x12345678,0x12345678,0x12345678,1,1,1
u32,0,32,11,0x87654321,0x87654321,0x87654321,0x87654321,1,1,1
u32,0,32,12,0x000000ff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,0,32,13,0xff000000,0xff000000,0xff000000,0xff000000,1,1,1
u32,0,32,14,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,0x0f0f0f0f,1,1,1
u32,0,32,15,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,0xf0f0f0f0,1,1,1
u32,0,32,16,0x00ff00ff,0x00ff00ff,0x00ff00ff,0x00ff00ff,1,1,1
u32,0,32,17,0xff00ff00,0xff00ff00,0xff00ff00,0xff00ff00,1,1,1
u32,0,32,18,0x33333333,0x33333333,0x33333333,0x33333333,1,1,1
u32,0,32,19,0xcccccccc,0xcccccccc,0xcccccccc,0xcccccccc,1,1,1
u32,0,32,20,0x00000100,0x00000100,0x00000100,0x00000100,1,1,1
u32,0,32,21,0x00000400,0x00000400,0x00000400,0x00000400,1,1,1
u32,0,32,22,0x40000000,0x40000000,0x40000000,0x40000000,1,1,1
u32,0,32,23,0x20000000,0x20000000,0x20000000,0x20000000,1,1,1
u32,0,32,24,0x01234567,0x01234567,0x01234567,0x01234567,1,1,1
u32,0,32,25,0x89abcdef,0x89abcdef,0x89abcdef,0x89abcdef,1,1,1
u32,0,32,26,0xfedcba98,0xfedcba98,0xfedcba98,0xfedcba98,1,1,1
u32,0,32,27,0x76543210,0x76543210,0x76543210,0x76543210,1,1,1
u32,0,32,28,0x3fffffff,0x3fffffff,0x3fffffff,0x3fffffff,1,1,1
u32,0,32,29,0xc0000000,0xc0000000,0xc0000000,0xc0000000,1,1,1
u32,0,32,30,0x20202020,0x20202020,0x20202020,0x20202020,1,1,1
u32,0,32,31,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,0xa5a5a5a5,1,1,1
u32,0,33,0,0x00000000,,0x00000000,0x00000000,,,1
u32,0,33,1,0xffffffff,,0xffffffff,0xffffffff,,,1
u32,0,33,2,0xaaaaaaaa,,0xaaaaaaaa,0xaaaaaaaa,,,1
u32,0,33,3,0x55555555,,0x55555555,0x55555555,,,1
u32,0,33,4,0x80000000,,0x80000000,0x80000000,,,1
u32,0,33,5,0x7fffffff,,0x7fffffff,0x7fffffff,,,1
u32,0,33,6,0x00000001,,0x00000001,0x00000001,,,1
u32,0,33,7,0xfffffffe,,0xfffffffe,0xfffffffe,,,1
u32,0,33,8,0xdeadbeef,,0xdeadbeef,0xdeadbeef,,,1
u32,0,33,9,0xcafebabe,,0xcafebabe,0xcafebabe,,,1
u32,0,33,10,0x12345678,,0x12345678,0x12345678,,,1
u32,0,33,11,0x87654321,,0x87654321,0x87654321,,,1
u32,0,33,12,0x000000ff,,0x000000ff,0x000000ff,,,1
u32,0,33,13,0xff000000,,0xff000000,0xff000000,,,1
u32,0,33,14,0x0f0f0f0f,,0x0f0f0f0f,0x0f0f0f0f,,,1
u32,0,33,15,0xf0f0f0f0,,0xf0f0f0f0,0xf0f0f0f0,,,1
u32,0,33,16,0x00ff00ff,,0x00ff00ff,0x00ff00ff,,,1
u32,0,33,17,0xff00ff00,,0xff00ff00,0xff00ff00,,,1
u32,0,33,18,0x33333333,,0x33333333,0x33333333,,,1
u32,0,33,19,0xcccccccc,,0xcccccccc,0xcccccccc,,,1
u32,0,33,20,0x00000100,,0x00000100,0x00000100,,,1
u32,0,33,21,0x00000400,,0x00000400,0x00000400,,,1
u32,0,33,22,0x40000000,,0x40000000,0x40000000,,,1
u32,0,33,23,0x20000000,,0x20000000,0x20000000,,,1
u32,0,33,24,0x01234567,,0x01234567,0x01234567,,,1
u32,0,33,25,0x89abcdef,,0x89abcdef,0x89abcdef,,,1
u32,0,33,26,0xfedcba98,,0xfedcba98,0xfedcba98,,,1
u32,0,33,27,0x76543210,,0x76543210,0x76543210,,,1
u32,0,33,28,0x3fffffff,,0x3fffffff,0x3fffffff,,,1
u32,0,33,29,0xc0000000,,0xc0000000,0xc0000000,,,1
u32,0,33,30,0x20202020,,0x20202020,0x20202020,,,1
u32,0,33,31,0xa5a5a5a5,,0xa5a5a5a5,0xa5a5a5a5,,,1
u32,1,0,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,5,0x7fffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,25,0x89abcdef,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,28,0x3fffffff,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,0,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,1,0xffffffff,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,2,0xaaaaaaaa,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,5,0x7fffffff,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,7,0xfffffffe,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,8,0xdeadbeef,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,9,0xcafebabe,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,12,0x000000ff,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,14,0x0f0f0f0f,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,16,0x00ff00ff,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,18,0x33333333,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,24,0x01234567,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,25,0x89abcdef,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,28,0x3fffffff,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,1,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,1,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,1,0xffffffff,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,2,0xaaaaaaaa,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,2,3,0x55555555,0x00000002,0x00000002,0x00000002,1,1,1
u32,1,2,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,5,0x7fffffff,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,7,0xfffffffe,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,8,0xdeadbeef,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,9,0xcafebabe,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,12,0x000000ff,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,14,0x0f0f0f0f,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,16,0x00ff00ff,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,18,0x33333333,0x00000001,0x00000001,0x00000001,1,1,1
u32,1,2,19,0xcccccccc,0x00000002,0x00000002,0x00000002,1,1,1
u32,1,2,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,24,0x01234567,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,25,0x89abcdef,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,28,0x3fffffff,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,2,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,2,31,0xa5a5a5a5,0x00000002,0x00000002,0x00000002,1,1,1
u32,1,4,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,1,0xffffffff,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,1,4,2,0xaaaaaaaa,0x00000005,0x00000005,0x00000005,1,1,1
u32,1,4,3,0x55555555,0x0000000a,0x0000000a,0x0000000a,1,1,1
u32,1,4,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,5,0x7fffffff,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,1,4,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,7,0xfffffffe,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,1,4,8,0xdeadbeef,0x00000007,0x00000007,0x00000007,1,1,1
u32,1,4,9,0xcafebabe,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,1,4,10,0x12345678,0x0000000c,0x0000000c,0x0000000c,1,1,1
u32,1,4,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,12,0x000000ff,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,1,4,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,14,0x0f0f0f0f,0x00000007,0x00000007,0x00000007,1,1,1
u32,1,4,15,0xf0f0f0f0,0x00000008,0x00000008,0x00000008,1,1,1
u32,1,4,16,0x00ff00ff,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,1,4,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,18,0x33333333,0x00000009,0x00000009,0x00000009,1,1,1
u32,1,4,19,0xcccccccc,0x00000006,0x00000006,0x00000006,1,1,1
u32,1,4,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,24,0x01234567,0x00000003,0x00000003,0x00000003,1,1,1
u32,1,4,25,0x89abcdef,0x00000007,0x00000007,0x00000007,1,1,1
u32,1,4,26,0xfedcba98,0x0000000c,0x0000000c,0x0000000c,1,1,1
u32,1,4,27,0x76543210,0x00000008,0x00000008,0x00000008,1,1,1
u32,1,4,28,0x3fffffff,0x0000000f,0x0000000f,0x0000000f,1,1,1
u32,1,4,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,4,31,0xa5a5a5a5,0x00000002,0x00000002,0x00000002,1,1,1
u32,1,7,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,1,0xffffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,7,2,0xaaaaaaaa,0x00000055,0x00000055,0x00000055,1,1,1
u32,1,7,3,0x55555555,0x0000002a,0x0000002a,0x0000002a,1,1,1
u32,1,7,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,5,0x7fffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,7,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,7,0xfffffffe,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,7,8,0xdeadbeef,0x00000077,0x00000077,0x00000077,1,1,1
u32,1,7,9,0xcafebabe,0x0000005f,0x0000005f,0x0000005f,1,1,1
u32,1,7,10,0x12345678,0x0000003c,0x0000003c,0x0000003c,1,1,1
u32,1,7,11,0x87654321,0x00000010,0x00000010,0x00000010,1,1,1
u32,1,7,12,0x000000ff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,7,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,14,0x0f0f0f0f,0x00000007,0x00000007,0x00000007,1,1,1
u32,1,7,15,0xf0f0f0f0,0x00000078,0x00000078,0x00000078,1,1,1
u32,1,7,16,0x00ff00ff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,7,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,18,0x33333333,0x00000019,0x00000019,0x00000019,1,1,1
u32,1,7,19,0xcccccccc,0x00000066,0x00000066,0x00000066,1,1,1
u32,1,7,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,24,0x01234567,0x00000033,0x00000033,0x00000033,1,1,1
u32,1,7,25,0x89abcdef,0x00000077,0x00000077,0x00000077,1,1,1
u32,1,7,26,0xfedcba98,0x0000004c,0x0000004c,0x0000004c,1,1,1
u32,1,7,27,0x76543210,0x00000008,0x00000008,0x00000008,1,1,1
u32,1,7,28,0x3fffffff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,7,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,7,30,0x20202020,0x00000010,0x00000010,0x00000010,1,1,1
u32,1,7,31,0xa5a5a5a5,0x00000052,0x00000052,0x00000052,1,1,1
u32,1,8,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,8,1,0xffffffff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,1,8,2,0xaaaaaaaa,0x00000055,0x00000055,0x00000055,1,1,1
u32,1,8,3,0x55555555,0x000000aa,0x000000aa,0x000000aa,1,1,1
u32,1,8,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,8,5,0x7fffffff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,1,8,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,8,7,0xfffffffe,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,1,8,8,0xdeadbeef,0x00000077,0x00000077,0x00000077,1,1,1
u32,1,8,9,0xcafebabe,0x0000005f,0x0000005f,0x0000005f,1,1,1
u32,1,8,10,0x12345678,0x0000003c,0x0000003c,0x0000003c,1,1,1
u32,1,8,11,0x87654321,0x00000090,0x00000090,0x00000090,1,1,1
u32,1,8,12,0x000000ff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,8,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,8,14,0x0f0f0f0f,0x00000087,0x00000087,0x00000087,1,1,1
u32,1,8,15,0xf0f0f0f0,0x00000078,0x00000078,0x00000078,1,1,1
u32,1,8,16,0x00ff00ff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,8,17,0xff00ff00,0x00000080,0x00000080,0x00000080,1,1,1
u32,1,8,18,0x33333333,0x00000099,0x00000099,0x00000099,1,1,1
u32,1,8,19,0xcccccccc,0x00000066,0x00000066,0x00000066,1,1,1
u32,1,8,20,0x00000100,0x00000080,0x00000080,0x00000080,1,1,1
u32,1,8,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,8,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,8,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,8,24,0x01234567,0x000000b3,0x000000b3,0x000000b3,1,1,1
u32,1,8,25,0x89abcdef,0x000000f7,0x000000f7,0x000000f7,1,1,1
u32,1,8,26,0xfedcba98,0x0000004c,0x0000004c,0x0000004c,1,1,1
u32,1,8,27,0x76543210,0x00000008,0x00000008,0x00000008,1,1,1
u32,1,8,28,0x3fffffff,0x000000ff,0x000000ff,0x000000ff,1,1,1
u32,1,8,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,8,30,0x20202020,0x00000010,0x00000010,0x00000010,1,1,1
u32,1,8,31,0xa5a5a5a5,0x000000d2,0x000000d2,0x000000d2,1,1,1
u32,1,15,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,15,1,0xffffffff,0x00007fff,0x00007fff,0x00007fff,1,1,1
u32,1,15,2,0xaaaaaaaa,0x00005555,0x00005555,0x00005555,1,1,1
u32,1,15,3,0x55555555,0x00002aaa,0x00002aaa,0x00002aaa,1,1,1
u32,1,15,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,15,5,0x7fffffff,0x00007fff,0x00007fff,0x00007fff,1,1,1
u32,1,15,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,15,7,0xfffffffe,0x00007fff,0x00007fff,0x00007fff,1,1,1
u32,1,15,8,0xdeadbeef,0x00005f77,0x00005f77,0x00005f77,1,1,1
u32,1,15,9,0xcafebabe,0x00005d5f,0x00005d5f,0x00005d5f,1,1,1
u32,1,15,10,0x12345678,0x00002b3c,0x00002b3c,0x00002b3c,1,1,1
u32,1,15,11,0x87654321,0x00002190,0x00002190,0x00002190,1,1,1
u32,1,15,12,0x000000ff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,15,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,15,14,0x0f0f0f0f,0x00000787,0x00000787,0x00000787,1,1,1
u32,1,15,15,0xf0f0f0f0,0x00007878,0x00007878,0x00007878,1,1,1
u32,1,15,16,0x00ff00ff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,15,17,0xff00ff00,0x00007f80,0x00007f80,0x00007f80,1,1,1
u32,1,15,18,0x33333333,0x00001999,0x00001999,0x00001999,1,1,1
u32,1,15,19,0xcccccccc,0x00006666,0x00006666,0x00006666,1,1,1
u32,1,15,20,0x00000100,0x00000080,0x00000080,0x00000080,1,1,1
u32,1,15,21,0x00000400,0x00000200,0x00000200,0x00000200,1,1,1
u32,1,15,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,15,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,15,24,0x01234567,0x000022b3,0x000022b3,0x000022b3,1,1,1
u32,1,15,25,0x89abcdef,0x000066f7,0x000066f7,0x000066f7,1,1,1
u32,1,15,26,0xfedcba98,0x00005d4c,0x00005d4c,0x00005d4c,1,1,1
u32,1,15,27,0x76543210,0x00001908,0x00001908,0x00001908,1,1,1
u32,1,15,28,0x3fffffff,0x00007fff,0x00007fff,0x00007fff,1,1,1
u32,1,15,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,15,30,0x20202020,0x00001010,0x00001010,0x00001010,1,1,1
u32,1,15,31,0xa5a5a5a5,0x000052d2,0x000052d2,0x000052d2,1,1,1
u32,1,16,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,16,1,0xffffffff,0x0000ffff,0x0000ffff,0x0000ffff,1,1,1
u32,1,16,2,0xaaaaaaaa,0x00005555,0x00005555,0x00005555,1,1,1
u32,1,16,3,0x55555555,0x0000aaaa,0x0000aaaa,0x0000aaaa,1,1,1
u32,1,16,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,16,5,0x7fffffff,0x0000ffff,0x0000ffff,0x0000ffff,1,1,1
u32,1,16,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,16,7,0xfffffffe,0x0000ffff,0x0000ffff,0x0000ffff,1,1,1
u32,1,16,8,0xdeadbeef,0x0000df77,0x0000df77,0x0000df77,1,1,1
u32,1,16,9,0xcafebabe,0x00005d5f,0x00005d5f,0x00005d5f,1,1,1
u32,1,16,10,0x12345678,0x00002b3c,0x00002b3c,0x00002b3c,1,1,1
u32,1,16,11,0x87654321,0x0000a190,0x0000a190,0x0000a190,1,1,1
u32,1,16,12,0x000000ff,0x0000007f,0x0000007f,0x0000007f,1,1,1
u32,1,16,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,16,14,0x0f0f0f0f,0x00008787,0x00008787,0x00008787,1,1,1
u32,1,16,15,0xf0f0f0f0,0x00007878,0x00007878,0x00007878,1,1,1
u32,1,16,16,0x00ff00ff,0x0000807f,0x0000807f,0x0000807f,1,1,1
u32,1,16,17,0xff00ff00,0x00007f80,0x00007f80,0x00007f80,1,1,1
u32,1,16,18,0x33333333,0x00009999,0x00009999,0x00009999,1,1,1
u32,1,16,19,0xcccccccc,0x00006666,0x00006666,0x00006666,1,1,1
u32,1,16,20,0x00000100,0x00000080,0x00000080,0x00000080,1,1,1
u32,1,16,21,0x00000400,0x00000200,0x00000200,0x00000200,1,1,1
u32,1,16,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,16,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
u32,1,16,24,0x01234567,0x0000a2b3,0x0000a2b3,0x0000a2b3,1,1,1
