variant,start,len,thread,bits,spec,ours,theirs,ours_ok,theirs_ok,agree
s32,8,33,6,0x00000001,,0x00000000,0x00000000,,,1
s32,8,33,7,0xfffffffe,,0xffffffff,0xffffffff,,,1
s32,8,33,8,0xdeadbeef,,0xffdeadbe,0xffdeadbe,,,1
s32,8,33,9,0xcafebabe,,0xffcafeba,0xffcafeba,,,1
s32,8,33,10,0x12345678,,0x00123456,0x00123456,,,1
s32,8,33,11,0x87654321,,0xff876543,0xff876543,,,1
s32,8,33,12,0x000000ff,,0x00000000,0x00000000,,,1
s32,8,33,13,0xff000000,,0xffff0000,0xffff0000,,,1
s32,8,33,14,0x0f0f0f0f,,0x000f0f0f,0x000f0f0f,,,1
s32,8,33,15,0xf0f0f0f0,,0xfff0f0f0,0xfff0f0f0,,,1
s32,8,33,16,0x00ff00ff,,0x0000ff00,0x0000ff00,,,1
s32,8,33,17,0xff00ff00,,0xffff00ff,0xffff00ff,,,1
s32,8,33,18,0x33333333,,0x00333333,0x00333333,,,1
s32,8,33,19,0xcccccccc,,0xffcccccc,0xffcccccc,,,1
s32,8,33,20,0x00000100,,0x00000001,0x00000001,,,1
s32,8,33,21,0x00000400,,0x00000004,0x00000004,,,1
s32,8,33,22,0x40000000,,0x00400000,0x00400000,,,1
s32,8,33,23,0x20000000,,0x00200000,0x00200000,,,1
s32,8,33,24,0x01234567,,0x00012345,0x00012345,,,1
s32,8,33,25,0x89abcdef,,0xff89abcd,0xff89abcd,,,1
s32,8,33,26,0xfedcba98,,0xfffedcba,0xfffedcba,,,1
s32,8,33,27,0x76543210,,0x00765432,0x00765432,,,1
s32,8,33,28,0x3fffffff,,0x003fffff,0x003fffff,,,1
s32,8,33,29,0xc0000000,,0xffc00000,0xffc00000,,,1
s32,8,33,30,0x20202020,,0x00202020,0x00202020,,,1
s32,8,33,31,0xa5a5a5a5,,0xffa5a5a5,0xffa5a5a5,,,1
s32,15,0,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,1,0xffffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,2,0xaaaaaaaa,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,5,0x7fffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,7,0xfffffffe,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,8,0xdeadbeef,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,9,0xcafebabe,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,15,0xf0f0f0f0,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,17,0xff00ff00,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,19,0xcccccccc,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,25,0x89abcdef,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,26,0xfedcba98,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,28,0x3fffffff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,0,31,0xa5a5a5a5,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,2,0xaaaaaaaa,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,3,0x55555555,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,8,0xdeadbeef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,9,0xcafebabe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,11,0x87654321,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,14,0x0f0f0f0f,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,15,0xf0f0f0f0,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,16,0x00ff00ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,17,0xff00ff00,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,18,0x33333333,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,19,0xcccccccc,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,24,0x01234567,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,26,0xfedcba98,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,1,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,1,31,0xa5a5a5a5,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,2,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,2,2,0xaaaaaaaa,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,2,3,0x55555555,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,2,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,2,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,2,8,0xdeadbeef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,2,9,0xcafebabe,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,2,10,0x12345678,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,11,0x87654321,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,2,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,14,0x0f0f0f0f,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,2,15,0xf0f0f0f0,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,2,16,0x00ff00ff,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,2,17,0xff00ff00,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,2,18,0x33333333,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,2,19,0xcccccccc,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,2,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,24,0x01234567,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,2,25,0x89abcdef,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,2,26,0xfedcba98,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,2,27,0x76543210,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,2,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,2,31,0xa5a5a5a5,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,4,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,4,2,0xaaaaaaaa,0x00000005,0x00000005,0x00000005,1,1,1
s32,15,4,3,0x55555555,0xfffffffa,0xfffffffa,0xfffffffa,1,1,1
s32,15,4,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,4,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,4,8,0xdeadbeef,0xfffffffb,0xfffffffb,0xfffffffb,1,1,1
s32,15,4,9,0xcafebabe,0xfffffffd,0xfffffffd,0xfffffffd,1,1,1
s32,15,4,10,0x12345678,0xfffffff8,0xfffffff8,0xfffffff8,1,1,1
s32,15,4,11,0x87654321,0xfffffffa,0xfffffffa,0xfffffffa,1,1,1
s32,15,4,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,14,0x0f0f0f0f,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,4,15,0xf0f0f0f0,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,4,16,0x00ff00ff,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,4,17,0xff00ff00,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,4,18,0x33333333,0x00000006,0x00000006,0x00000006,1,1,1
s32,15,4,19,0xcccccccc,0xfffffff9,0xfffffff9,0xfffffff9,1,1,1
s32,15,4,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,24,0x01234567,0x00000006,0x00000006,0x00000006,1,1,1
s32,15,4,25,0x89abcdef,0x00000007,0x00000007,0x00000007,1,1,1
s32,15,4,26,0xfedcba98,0xfffffff9,0xfffffff9,0xfffffff9,1,1,1
s32,15,4,27,0x76543210,0xfffffff8,0xfffffff8,0xfffffff8,1,1,1
s32,15,4,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,4,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,30,0x20202020,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,4,31,0xa5a5a5a5,0xfffffffb,0xfffffffb,0xfffffffb,1,1,1
s32,15,7,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,7,2,0xaaaaaaaa,0xffffffd5,0xffffffd5,0xffffffd5,1,1,1
s32,15,7,3,0x55555555,0x0000002a,0x0000002a,0x0000002a,1,1,1
s32,15,7,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,7,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,7,8,0xdeadbeef,0xffffffdb,0xffffffdb,0xffffffdb,1,1,1
s32,15,7,9,0xcafebabe,0xfffffffd,0xfffffffd,0xfffffffd,1,1,1
s32,15,7,10,0x12345678,0xffffffe8,0xffffffe8,0xffffffe8,1,1,1
s32,15,7,11,0x87654321,0xffffffca,0xffffffca,0xffffffca,1,1,1
s32,15,7,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,14,0x0f0f0f0f,0x0000001e,0x0000001e,0x0000001e,1,1,1
s32,15,7,15,0xf0f0f0f0,0xffffffe1,0xffffffe1,0xffffffe1,1,1,1
s32,15,7,16,0x00ff00ff,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,7,17,0xff00ff00,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,7,18,0x33333333,0xffffffe6,0xffffffe6,0xffffffe6,1,1,1
s32,15,7,19,0xcccccccc,0x00000019,0x00000019,0x00000019,1,1,1
s32,15,7,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,24,0x01234567,0xffffffc6,0xffffffc6,0xffffffc6,1,1,1
s32,15,7,25,0x89abcdef,0xffffffd7,0xffffffd7,0xffffffd7,1,1,1
s32,15,7,26,0xfedcba98,0x00000039,0x00000039,0x00000039,1,1,1
s32,15,7,27,0x76543210,0x00000028,0x00000028,0x00000028,1,1,1
s32,15,7,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,7,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,7,30,0x20202020,0xffffffc0,0xffffffc0,0xffffffc0,1,1,1
s32,15,7,31,0xa5a5a5a5,0xffffffcb,0xffffffcb,0xffffffcb,1,1,1
s32,15,8,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,8,2,0xaaaaaaaa,0x00000055,0x00000055,0x00000055,1,1,1
s32,15,8,3,0x55555555,0xffffffaa,0xffffffaa,0xffffffaa,1,1,1
s32,15,8,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,8,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,8,8,0xdeadbeef,0x0000005b,0x0000005b,0x0000005b,1,1,1
s32,15,8,9,0xcafebabe,0xfffffffd,0xfffffffd,0xfffffffd,1,1,1
s32,15,8,10,0x12345678,0x00000068,0x00000068,0x00000068,1,1,1
s32,15,8,11,0x87654321,0xffffffca,0xffffffca,0xffffffca,1,1,1
s32,15,8,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,13,0xff000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,14,0x0f0f0f0f,0x0000001e,0x0000001e,0x0000001e,1,1,1
s32,15,8,15,0xf0f0f0f0,0xffffffe1,0xffffffe1,0xffffffe1,1,1,1
s32,15,8,16,0x00ff00ff,0xfffffffe,0xfffffffe,0xfffffffe,1,1,1
s32,15,8,17,0xff00ff00,0x00000001,0x00000001,0x00000001,1,1,1
s32,15,8,18,0x33333333,0x00000066,0x00000066,0x00000066,1,1,1
s32,15,8,19,0xcccccccc,0xffffff99,0xffffff99,0xffffff99,1,1,1
s32,15,8,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,23,0x20000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,24,0x01234567,0x00000046,0x00000046,0x00000046,1,1,1
s32,15,8,25,0x89abcdef,0x00000057,0x00000057,0x00000057,1,1,1
s32,15,8,26,0xfedcba98,0xffffffb9,0xffffffb9,0xffffffb9,1,1,1
s32,15,8,27,0x76543210,0xffffffa8,0xffffffa8,0xffffffa8,1,1,1
s32,15,8,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,8,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,8,30,0x20202020,0x00000040,0x00000040,0x00000040,1,1,1
s32,15,8,31,0xa5a5a5a5,0x0000004b,0x0000004b,0x0000004b,1,1,1
s32,15,15,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,15,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,15,2,0xaaaaaaaa,0xffffd555,0xffffd555,0xffffd555,1,1,1
s32,15,15,3,0x55555555,0x00002aaa,0x00002aaa,0x00002aaa,1,1,1
s32,15,15,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,15,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,15,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,15,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,15,8,0xdeadbeef,0x00003d5b,0x00003d5b,0x00003d5b,1,1,1
s32,15,15,9,0xcafebabe,0x000015fd,0x000015fd,0x000015fd,1,1,1
s32,15,15,10,0x12345678,0x00002468,0x00002468,0x00002468,1,1,1
s32,15,15,11,0x87654321,0x00000eca,0x00000eca,0x00000eca,1,1,1
s32,15,15,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,15,13,0xff000000,0xfffffe00,0xfffffe00,0xfffffe00,1,1,1
s32,15,15,14,0x0f0f0f0f,0x00001e1e,0x00001e1e,0x00001e1e,1,1,1
s32,15,15,15,0xf0f0f0f0,0xffffe1e1,0xffffe1e1,0xffffe1e1,1,1,1
s32,15,15,16,0x00ff00ff,0x000001fe,0x000001fe,0x000001fe,1,1,1
s32,15,15,17,0xff00ff00,0xfffffe01,0xfffffe01,0xfffffe01,1,1,1
s32,15,15,18,0x33333333,0xffffe666,0xffffe666,0xffffe666,1,1,1
s32,15,15,19,0xcccccccc,0x00001999,0x00001999,0x00001999,1,1,1
s32,15,15,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,15,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,15,22,0x40000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,15,23,0x20000000,0xffffc000,0xffffc000,0xffffc000,1,1,1
s32,15,15,24,0x01234567,0x00000246,0x00000246,0x00000246,1,1,1
s32,15,15,25,0x89abcdef,0x00001357,0x00001357,0x00001357,1,1,1
s32,15,15,26,0xfedcba98,0xfffffdb9,0xfffffdb9,0xfffffdb9,1,1,1
s32,15,15,27,0x76543210,0xffffeca8,0xffffeca8,0xffffeca8,1,1,1
s32,15,15,28,0x3fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,15,29,0xc0000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,15,30,0x20202020,0xffffc040,0xffffc040,0xffffc040,1,1,1
s32,15,15,31,0xa5a5a5a5,0xffffcb4b,0xffffcb4b,0xffffcb4b,1,1,1
s32,15,16,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,16,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,16,2,0xaaaaaaaa,0x00005555,0x00005555,0x00005555,1,1,1
s32,15,16,3,0x55555555,0xffffaaaa,0xffffaaaa,0xffffaaaa,1,1,1
s32,15,16,4,0x80000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,16,5,0x7fffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,16,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,16,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,16,8,0xdeadbeef,0xffffbd5b,0xffffbd5b,0xffffbd5b,1,1,1
s32,15,16,9,0xcafebabe,0xffff95fd,0xffff95fd,0xffff95fd,1,1,1
s32,15,16,10,0x12345678,0x00002468,0x00002468,0x00002468,1,1,1
s32,15,16,11,0x87654321,0x00000eca,0x00000eca,0x00000eca,1,1,1
s32,15,16,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,16,13,0xff000000,0xfffffe00,0xfffffe00,0xfffffe00,1,1,1
s32,15,16,14,0x0f0f0f0f,0x00001e1e,0x00001e1e,0x00001e1e,1,1,1
s32,15,16,15,0xf0f0f0f0,0xffffe1e1,0xffffe1e1,0xffffe1e1,1,1,1
s32,15,16,16,0x00ff00ff,0x000001fe,0x000001fe,0x000001fe,1,1,1
s32,15,16,17,0xff00ff00,0xfffffe01,0xfffffe01,0xfffffe01,1,1,1
s32,15,16,18,0x33333333,0x00006666,0x00006666,0x00006666,1,1,1
s32,15,16,19,0xcccccccc,0xffff9999,0xffff9999,0xffff9999,1,1,1
s32,15,16,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,16,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,16,22,0x40000000,0xffff8000,0xffff8000,0xffff8000,1,1,1
s32,15,16,23,0x20000000,0x00004000,0x00004000,0x00004000,1,1,1
s32,15,16,24,0x01234567,0x00000246,0x00000246,0x00000246,1,1,1
s32,15,16,25,0x89abcdef,0x00001357,0x00001357,0x00001357,1,1,1
s32,15,16,26,0xfedcba98,0xfffffdb9,0xfffffdb9,0xfffffdb9,1,1,1
s32,15,16,27,0x76543210,0xffffeca8,0xffffeca8,0xffffeca8,1,1,1
s32,15,16,28,0x3fffffff,0x00007fff,0x00007fff,0x00007fff,1,1,1
s32,15,16,29,0xc0000000,0xffff8000,0xffff8000,0xffff8000,1,1,1
s32,15,16,30,0x20202020,0x00004040,0x00004040,0x00004040,1,1,1
s32,15,16,31,0xa5a5a5a5,0x00004b4b,0x00004b4b,0x00004b4b,1,1,1
s32,15,23,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,23,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,23,2,0xaaaaaaaa,0xffff5555,0xffff5555,0xffff5555,1,1,1
s32,15,23,3,0x55555555,0x0000aaaa,0x0000aaaa,0x0000aaaa,1,1,1
s32,15,23,4,0x80000000,0xffff0000,0xffff0000,0xffff0000,1,1,1
s32,15,23,5,0x7fffffff,0x0000ffff,0x0000ffff,0x0000ffff,1,1,1
s32,15,23,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,23,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,23,8,0xdeadbeef,0xffffbd5b,0xffffbd5b,0xffffbd5b,1,1,1
s32,15,23,9,0xcafebabe,0xffff95fd,0xffff95fd,0xffff95fd,1,1,1
s32,15,23,10,0x12345678,0x00002468,0x00002468,0x00002468,1,1,1
s32,15,23,11,0x87654321,0xffff0eca,0xffff0eca,0xffff0eca,1,1,1
s32,15,23,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,23,13,0xff000000,0xfffffe00,0xfffffe00,0xfffffe00,1,1,1
s32,15,23,14,0x0f0f0f0f,0x00001e1e,0x00001e1e,0x00001e1e,1,1,1
s32,15,23,15,0xf0f0f0f0,0xffffe1e1,0xffffe1e1,0xffffe1e1,1,1,1
s32,15,23,16,0x00ff00ff,0x000001fe,0x000001fe,0x000001fe,1,1,1
s32,15,23,17,0xff00ff00,0xfffffe01,0xfffffe01,0xfffffe01,1,1,1
s32,15,23,18,0x33333333,0x00006666,0x00006666,0x00006666,1,1,1
s32,15,23,19,0xcccccccc,0xffff9999,0xffff9999,0xffff9999,1,1,1
s32,15,23,20,0x00000100,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,23,21,0x00000400,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,23,22,0x40000000,0x00008000,0x00008000,0x00008000,1,1,1
s32,15,23,23,0x20000000,0x00004000,0x00004000,0x00004000,1,1,1
s32,15,23,24,0x01234567,0x00000246,0x00000246,0x00000246,1,1,1
s32,15,23,25,0x89abcdef,0xffff1357,0xffff1357,0xffff1357,1,1,1
s32,15,23,26,0xfedcba98,0xfffffdb9,0xfffffdb9,0xfffffdb9,1,1,1
s32,15,23,27,0x76543210,0x0000eca8,0x0000eca8,0x0000eca8,1,1,1
s32,15,23,28,0x3fffffff,0x00007fff,0x00007fff,0x00007fff,1,1,1
s32,15,23,29,0xc0000000,0xffff8000,0xffff8000,0xffff8000,1,1,1
s32,15,23,30,0x20202020,0x00004040,0x00004040,0x00004040,1,1,1
s32,15,23,31,0xa5a5a5a5,0xffff4b4b,0xffff4b4b,0xffff4b4b,1,1,1
s32,15,24,0,0x00000000,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,24,1,0xffffffff,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,24,2,0xaaaaaaaa,0xffff5555,0xffff5555,0xffff5555,1,1,1
s32,15,24,3,0x55555555,0x0000aaaa,0x0000aaaa,0x0000aaaa,1,1,1
s32,15,24,4,0x80000000,0xffff0000,0xffff0000,0xffff0000,1,1,1
s32,15,24,5,0x7fffffff,0x0000ffff,0x0000ffff,0x0000ffff,1,1,1
s32,15,24,6,0x00000001,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,24,7,0xfffffffe,0xffffffff,0xffffffff,0xffffffff,1,1,1
s32,15,24,8,0xdeadbeef,0xffffbd5b,0xffffbd5b,0xffffbd5b,1,1,1
s32,15,24,9,0xcafebabe,0xffff95fd,0xffff95fd,0xffff95fd,1,1,1
s32,15,24,10,0x12345678,0x00002468,0x00002468,0x00002468,1,1,1
s32,15,24,11,0x87654321,0xffff0eca,0xffff0eca,0xffff0eca,1,1,1
s32,15,24,12,0x000000ff,0x00000000,0x00000000,0x00000000,1,1,1
s32,15,24,13,0xff000000,0xfffffe00,0xfffffe00,0xfffffe00,1,1,1
s32,15,24,14,0x0f0f0f0f,0x00001e1e,0x00001e1e,0x00001e1e,1,1,1
s32,15,24,15,0xf0f0f0f0,0xffffe1e1,0xffffe1e1,0xffffe1e1,1,1,1
